"veh_value","exposure","clm","numclaims","claimcst0","veh_body","veh_age","gender","area","agecat","X_OBSTAT_"
"2369","0.71","0.5065023956",0,0,"0","UTE",4,"M","B",1,"01101    0    0    0"
"2370","1.93","0.6078028747",0,0,"0","UTE",2,"M","E",6,"01101    0    0    0"
"2371","1.64","0.6078028747",0,0,"0","HBACK",3,"F","A",4,"01101    0    0    0"
"2372","0.98","0.6078028747",0,0,"0","SEDAN",3,"F","A",4,"01101    0    0    0"
"2373","0.37","0.6078028747",0,0,"0","SEDAN",4,"M","C",5,"01101    0    0    0"
"2374","4.31","0.1615331964",0,0,"0","STNWG",1,"F","E",3,"01101    0    0    0"
"2375","1.59","0.6078028747",0,0,"0","SEDAN",3,"F","B",6,"01101    0    0    0"
"2376","1.94","0.0602327173",0,0,"0","SEDAN",1,"F","D",5,"01101    0    0    0"
"2377","2.22","0.3915126626",0,0,"0","HBACK",1,"F","C",2,"01101    0    0    0"
"2378","1.35","0.2354551677",0,0,"0","HBACK",1,"M","A",4,"01101    0    0    0"
"2379","1.65","0.052019165",0,0,"0","SEDAN",1,"F","C",6,"01101    0    0    0"
"2380","0.76","0.090349076",0,0,"0","STNWG",4,"F","B",4,"01101    0    0    0"
"2381","0.43","0.5037645448",0,0,"0","HBACK",4,"M","A",4,"01101    0    0    0"
"2382","0.73","0.5065023956",0,0,"0","HBACK",3,"M","C",2,"01101    0    0    0"
"2383","1.13","0.1505817933",0,0,"0","STNWG",3,"F","C",3,"01101    0    0    0"
"2384","1.73","0.2600958248",0,0,"0","SEDAN",2,"F","C",2,"01101    0    0    0"
"2385","1.99","0.2135523614",0,0,"0","HBACK",1,"M","D",3,"01101    0    0    0"
"2386","4.82","0.2135523614",0,0,"0","STNWG",1,"F","F",4,"01101    0    0    0"
"2387","1.61","0.1724845996",0,0,"0","SEDAN",2,"M","A",4,"01101    0    0    0"
"2388","1.33","0.2354551677",0,0,"0","HBACK",2,"F","B",4,"01101    0    0    0"
"2389","1.97","0.5065023956",0,0,"0","STNWG",3,"F","D",2,"01101    0    0    0"
"2390","3.36","0.59137577",0,0,"0","STNWG",2,"F","C",3,"01101    0    0    0"
"2391","2.55","0.2354551677",0,0,"0","HDTOP",1,"M","A",3,"01101    0    0    0"
"2392","1.26","0.7638603696",0,0,"0","HBACK",2,"F","A",4,"01101    0    0    0"
"2393","2.59","0.8377823409",0,0,"0","UTE",2,"F","D",3,"01101    0    0    0"
"2394","1.36","0.9171800137",0,0,"0","STNWG",4,"M","E",5,"01101    0    0    0"
"2395","1.15","0.2518822724",0,0,"0","STNWG",3,"F","D",1,"01101    0    0    0"
"2396","0.88","0.8377823409",0,0,"0","SEDAN",4,"F","A",2,"01101    0    0    0"
"2397","1.71","0.0027378508",0,0,"0","SEDAN",2,"M","E",5,"01101    0    0    0"
"2398","0.86","0.59137577",0,0,"0","SEDAN",4,"M","B",4,"01101    0    0    0"
"2399","0.51","0.59137577",0,0,"0","HBACK",4,"F","C",2,"01101    0    0    0"
"2400","2.96","0.2135523614",0,0,"0","STNWG",2,"F","A",2,"01101    0    0    0"
"2401","1.65","0.8377823409",0,0,"0","UTE",4,"M","D",1,"01101    0    0    0"
"2402","2.35","0.501026694",0,0,"0","SEDAN",1,"M","C",3,"01101    0    0    0"
"2403","0.71","0.2108145106",0,0,"0","HBACK",3,"M","D",4,"01101    0    0    0"
"2404","1.02","0.3668720055",0,0,"0","SEDAN",4,"F","A",3,"01101    0    0    0"
"2405","1.44","0.8377823409",0,0,"0","SEDAN",3,"F","B",4,"01101    0    0    0"
"2406","1.75","0.2135523614",0,0,"0","HBACK",2,"F","D",2,"01101    0    0    0"
"2407","1.81","0.1834360027",0,0,"0","SEDAN",2,"M","F",2,"01101    0    0    0"
"2408","2.7","0.3203285421",0,0,"0","STNWG",3,"M","F",2,"01101    0    0    0"
"2409","2.13","0.59137577",0,0,"0","HBACK",1,"F","A",4,"01101    0    0    0"
"2410","0.65","0.5065023956",0,0,"0","SEDAN",4,"M","E",2,"01101    0    0    0"
"2411","2.29","0.3586584531",0,0,"0","SEDAN",1,"F","A",4,"01101    0    0    0"
"2412","1.33","0.0821355236",0,0,"0","HDTOP",4,"F","C",3,"01101    0    0    0"
"2413","1.76","0.4161533196",0,0,"0","SEDAN",2,"F","D",5,"01101    0    0    0"
"2414","0.9","0.59137577",0,0,"0","SEDAN",4,"F","E",4,"01101    0    0    0"
"2415","1.13","0.5065023956",0,0,"0","SEDAN",3,"M","A",3,"01101    0    0    0"
"2416","1.83","0.59137577",0,0,"0","HBACK",1,"F","B",1,"01101    0    0    0"
"2417","1.22","0.501026694",0,0,"0","HBACK",3,"F","D",2,"01101    0    0    0"
"2418","3.26","0.0136892539",0,0,"0","STNWG",2,"M","A",3,"01101    0    0    0"
"2419","1.24","0.4435318275",0,0,"0","HBACK",3,"F","A",3,"01101    0    0    0"
"2420","0.9","0.2354551677",0,0,"0","HBACK",4,"F","A",4,"01101    0    0    0"
"2421","1.89","0.59137577",0,0,"0","HBACK",1,"F","D",5,"01101    0    0    0"
"2422","2.96","0.0547570157",0,0,"0","MIBUS",3,"F","F",3,"01101    0    0    0"
"2423","1.61","0.5886379192",0,0,"0","HBACK",3,"M","C",3,"01101    0    0    0"
"2424","1.95","0.8377823409",0,0,"0","HBACK",1,"F","A",2,"01101    0    0    0"
"2425","1.37","0.59137577",0,0,"0","HBACK",1,"F","A",4,"01101    0    0    0"
"2426","1.39","0.0602327173",1,1,"200","HBACK",1,"M","A",6,"01101    0    0    0"
"2427","2.33","0.59137577",1,1,"401.04999971","STNWG",2,"F","A",4,"01101    0    0    0"
"2428","1.99","0.4079397673",1,1,"450.04999971","SEDAN",2,"F","E",3,"01101    0    0    0"
"2429","1.93","0.6324435318",0,0,"0","STNWG",4,"M","F",2,"01101    0    0    0"
"2430","1.77","0.6324435318",0,0,"0","SEDAN",3,"F","C",4,"01101    0    0    0"
"2431","2.35","0.4325804244",0,0,"0","SEDAN",2,"F","C",1,"01101    0    0    0"
"2432","1.6","0.9171800137",0,0,"0","SEDAN",3,"M","C",3,"01101    0    0    0"
"2433","3.4","0.6242299795",0,0,"0","TRUCK",2,"M","E",3,"01101    0    0    0"
"2434","3.52","0.7638603696",0,0,"0","STNWG",3,"M","A",3,"01101    0    0    0"
"2435","0.5","0.334017796",0,0,"0","SEDAN",4,"M","A",4,"01101    0    0    0"
"2436","1.73","0.9856262834",0,0,"0","UTE",3,"F","D",2,"01101    0    0    0"
"2437","0.38","0.0602327173",0,0,"0","SEDAN",4,"M","B",4,"01101    0    0    0"
"2438","2.52","0.8158795346",0,0,"0","TRUCK",3,"F","E",1,"01101    0    0    0"
"2439","0.37","0.334017796",0,0,"0","SEDAN",4,"M","A",2,"01101    0    0    0"
"2440","3.51","0.6242299795",0,0,"0","TRUCK",2,"F","E",5,"01101    0    0    0"
"2441","1.74","0.8377823409",0,0,"0","HBACK",2,"F","A",2,"01101    0    0    0"
"2442","2.74","0.128678987",0,0,"0","STNWG",3,"M","D",2,"01101    0    0    0"
"2443","2.33","0.6625598905",1,1,"200","STNWG",3,"F","F",3,"01101    0    0    0"
"2444","1.87","0.2354551677",0,0,"0","STNWG",4,"M","C",3,"01101    0    0    0"
"2445","5.236","0.2135523614",0,0,"0","STNWG",1,"F","B",3,"01101    0    0    0"
"2446","0.9","0.0793976728",0,0,"0","HBACK",3,"F","B",1,"01101    0    0    0"
"2447","0.93","0.4407939767",0,0,"0","SEDAN",3,"F","A",2,"01101    0    0    0"
"2448","1.34","0.0602327173",0,0,"0","HBACK",1,"M","B",3,"01101    0    0    0"
"2449","1.95","0.8350444901",0,0,"0","HBACK",1,"F","A",3,"01101    0    0    0"
"2450","1.01","0.8377823409",0,0,"0","SEDAN",3,"F","A",5,"01101    0    0    0"
"2451","1.45","0.0136892539",0,0,"0","SEDAN",2,"F","A",5,"01101    0    0    0"
"2452","0.51","0.0109514031",0,0,"0","SEDAN",4,"F","C",2,"01101    0    0    0"
"2453","1.97","0.2080766598",0,0,"0","SEDAN",2,"F","B",2,"01101    0    0    0"
"2454","2.29","0.2135523614",0,0,"0","SEDAN",1,"F","C",4,"01101    0    0    0"
"2455","1.23","0.0547570157",0,0,"0","HBACK",1,"F","C",4,"01101    0    0    0"
"2456","3.47","0.5694729637",0,0,"0","TRUCK",2,"M","A",4,"01101    0    0    0"
"2457","0.69","0.090349076",0,0,"0","STNWG",4,"M","A",4,"01101    0    0    0"
"2458","1.18","0.2354551677",0,0,"0","STNWG",4,"M","C",6,"01101    0    0    0"
"2459","2.7","0.59137577",0,0,"0","STNWG",2,"F","A",2,"01101    0    0    0"
"2460","0.48","0.2464065708",0,0,"0","SEDAN",4,"M","A",5,"01101    0    0    0"
"2461","2.76","0.0602327173",0,0,"0","SEDAN",1,"M","A",6,"01101    0    0    0"
"2462","3.67","0.0602327173",0,0,"0","RDSTR",1,"M","A",2,"01101    0    0    0"
"2463","0.51","0.8377823409",0,0,"0","SEDAN",4,"M","A",4,"01101    0    0    0"
"2464","2.41","0.7857631759",0,0,"0","STNWG",3,"M","C",1,"01101    0    0    0"
"2465","1","0.7748117728",0,0,"0","STNWG",4,"F","D",3,"01101    0    0    0"
"2466","0.83","0.59137577",0,0,"0","SEDAN",3,"M","C",2,"01101    0    0    0"
"2467","1.7","0.5065023956",0,0,"0","UTE",2,"M","A",5,"01101    0    0    0"
"2468","1.9","0.8350444901",0,0,"0","HBACK",1,"F","C",3,"01101    0    0    0"
"2469","3.55","0.7912388775",0,0,"0","STNWG",2,"M","A",2,"01101    0    0    0"
"2470","1.26","0.9856262834",0,0,"0","HBACK",2,"F","A",2,"01101    0    0    0"
"2471","1.15","0.6324435318",0,0,"0","HBACK",4,"M","C",6,"01101    0    0    0"
"2472","0.78","0.0602327173",0,0,"0","HBACK",3,"F","C",2,"01101    0    0    0"
"2473","1.26","0.4161533196",0,0,"0","STNWG",3,"M","A",6,"01101    0    0    0"
"2474","1.3","0.8377823409",0,0,"0","HBACK",1,"F","C",1,"01101    0    0    0"
"2475","1.18","0.2491444216",0,0,"0","STNWG",4,"F","C",2,"01101    0    0    0"
"2476","0.28","0.0602327173",0,0,"0","HBACK",4,"M","D",2,"01101    0    0    0"
"2477","1.8","0.629705681",0,0,"0","SEDAN",2,"F","E",4,"01101    0    0    0"
"2478","2.78","0.9856262834",0,0,"0","SEDAN",2,"F","C",4,"01101    0    0    0"
"2479","3.1","0.0136892539",0,0,"0","STNWG",3,"F","A",3,"01101    0    0    0"
"2480","1.28","0.6652977413",0,0,"0","HBACK",2,"F","C",4,"01101    0    0    0"
"2481","1.7","0.0136892539",0,0,"0","STNWG",3,"F","D",4,"01101    0    0    0"
"2482","1.22","0.0136892539",0,0,"0","HBACK",2,"M","B",6,"01101    0    0    0"
"2483","0.62","0.0082135524",0,0,"0","SEDAN",4,"M","C",4,"01101    0    0    0"
"2484","1.79","0.2354551677",0,0,"0","HBACK",3,"F","C",2,"01101    0    0    0"
"2485","0.93","0.2655715263",0,0,"0","HBACK",3,"F","D",1,"01101    0    0    0"
"2486","1.17","0.0602327173",0,0,"0","HBACK",3,"M","A",3,"01101    0    0    0"
"2487","1.34","0.2272416153",0,0,"0","SEDAN",3,"M","B",6,"01101    0    0    0"
"2488","0.68","0.3312799452",0,0,"0","HDTOP",4,"M","F",4,"01101    0    0    0"
"2489","4.78","0.6872005476",0,0,"0","STNWG",1,"F","D",4,"01101    0    0    0"
"2490","3.74","0.1560574949",0,0,"0","STNWG",2,"F","D",3,"01101    0    0    0"
"2491","3.03","0.4079397673",0,0,"0","SEDAN",2,"M","C",2,"01101    0    0    0"
"2492","3.55","0.59137577",0,0,"0","STNWG",2,"M","C",3,"01101    0    0    0"
"2493","1.96","0.8377823409",0,0,"0","SEDAN",2,"F","E",3,"01101    0    0    0"
"2494","1.08","0.0136892539",0,0,"0","SEDAN",3,"M","C",4,"01101    0    0    0"
"2495","0.93","0.8377823409",1,1,"3744.5399933","SEDAN",3,"F","C",3,"01101    0    0    0"
"2496","3.6","0.1095140315",0,0,"0","STNWG",1,"F","B",2,"01101    0    0    0"
"2497","4.7","0.6543463381",0,0,"0","STNWG",1,"M","A",4,"01101    0    0    0"
"2498","0.79","0.8898015058",1,1,"1084.7799988","HBACK",4,"M","B",2,"01101    0    0    0"
"2499","1.13","0.3312799452",0,0,"0","HBACK",2,"M","C",3,"01101    0    0    0"
"2500","3.28","0.0602327173",0,0,"0","STNWG",1,"F","C",4,"01101    0    0    0"
"2501","0.34","0.3312799452",0,0,"0","HBACK",4,"F","C",2,"01101    0    0    0"
"2502","1.37","0.334017796",0,0,"0","SEDAN",3,"F","B",3,"01101    0    0    0"
"2503","1.06","0.0602327173",0,0,"0","HBACK",3,"F","F",2,"01101    0    0    0"
"2504","2.56","0.2984257358",0,0,"0","STNWG",3,"F","A",1,"01101    0    0    0"
"2505","2.35","0.2984257358",0,0,"0","SEDAN",2,"F","A",3,"01101    0    0    0"
"2506","2.22","0.8377823409",0,0,"0","STNWG",3,"M","C",3,"01101    0    0    0"
"2507","1.49","0.6242299795",0,0,"0","HDTOP",4,"M","F",3,"01101    0    0    0"
"2508","0.8","0.2354551677",0,0,"0","HBACK",4,"F","C",6,"01101    0    0    0"
"2509","1.71","0.0574948665",0,0,"0","TRUCK",1,"F","A",4,"01101    0    0    0"
"2510","0.72","0.7063655031",0,0,"0","STNWG",4,"M","A",3,"01101    0    0    0"
"2511","0.35","0.2354551677",0,0,"0","HBACK",4,"M","A",4,"01101    0    0    0"
"2512","1.24","0.8377823409",1,1,"389.94999981","HBACK",2,"F","F",1,"01101    0    0    0"
"2513","0.74","0.7638603696",0,0,"0","SEDAN",4,"F","E",3,"01101    0    0    0"
"2514","1.37","0.2984257358",0,0,"0","SEDAN",3,"F","E",4,"01101    0    0    0"
"2515","4.18","0.8240930869",0,0,"0","STNWG",2,"M","E",2,"01101    0    0    0"
"2516","1.71","0.7638603696",0,0,"0","HBACK",2,"F","C",5,"01101    0    0    0"
"2517","4.74","0.8240930869",0,0,"0","STNWG",1,"M","E",5,"01101    0    0    0"
"2518","1.3","0.2272416153",0,0,"0","SEDAN",2,"F","E",2,"01101    0    0    0"
"2519","1.58","0.167008898",0,0,"0","SEDAN",2,"F","C",2,"01101    0    0    0"
"2520","0.55","0.0930869268",0,0,"0","SEDAN",4,"F","C",4,"01101    0    0    0"
"2521","2.07","0.7994524298",0,0,"0","SEDAN",2,"M","C",3,"01101    0    0    0"
"2522","0.43","0.6625598905",0,0,"0","HBACK",4,"F","D",2,"01101    0    0    0"
"2523","1.22","0.0547570157",0,0,"0","STNWG",4,"F","C",2,"01101    0    0    0"
"2524","1.56","0.2327173169",0,0,"0","HDTOP",3,"M","B",4,"01101    0    0    0"
"2525","0.68","0.3668720055",0,0,"0","HBACK",4,"F","A",2,"01101    0    0    0"
"2526","0.92","0.8377823409",1,1,"372.26999998","HBACK",3,"F","D",4,"01101    0    0    0"
"2527","1.75","0.2984257358",0,0,"0","HBACK",2,"F","B",6,"01101    0    0    0"
"2528","2.45","0.2984257358",0,0,"0","STNWG",3,"M","C",6,"01101    0    0    0"
"2529","2.42","0.2600958248",0,0,"0","STNWG",3,"M","E",3,"01101    0    0    0"
"2530","1.3","0.0602327173",0,0,"0","SEDAN",2,"F","B",4,"01101    0    0    0"
"2531","1.55","0.334017796",0,0,"0","SEDAN",1,"F","A",4,"01101    0    0    0"
"2532","2.18","0.4298425736",0,0,"0","SEDAN",1,"F","B",4,"01101    0    0    0"
"2533","3.18","0.8377823409",0,0,"0","STNWG",2,"F","B",4,"01101    0    0    0"
"2534","1.36","0.8377823409",0,0,"0","HBACK",3,"F","E",3,"01101    0    0    0"
"2535","0.89","0.2929500342",0,0,"0","HBACK",3,"F","A",2,"01101    0    0    0"
"2536","0.55","0.2135523614",0,0,"0","SEDAN",4,"F","B",5,"01101    0    0    0"
"2537","0.39","0.2436687201",0,0,"0","HBACK",4,"F","B",2,"01101    0    0    0"
"2538","1.23","0.8186173853",0,0,"0","HBACK",2,"F","C",4,"01101    0    0    0"
"2539","1.99","0.6324435318",0,0,"0","HBACK",2,"F","C",2,"01101    0    0    0"
"2540","0.37","0.9144421629",0,0,"0","SEDAN",4,"F","C",4,"01101    0    0    0"
"2541","0.98","0.8898015058",0,0,"0","SEDAN",3,"F","C",2,"01101    0    0    0"
"2542","1.36","0.0574948665",0,0,"0","STNWG",2,"F","A",4,"01101    0    0    0"
"2543","2.99","0.8377823409",0,0,"0","STNWG",3,"M","A",2,"01101    0    0    0"
"2544","0.39","0.2354551677",0,0,"0","HBACK",4,"M","B",5,"01101    0    0    0"
"2545","0.73","0.8898015058",0,0,"0","HBACK",3,"M","A",4,"01101    0    0    0"
"2546","1.77","0.9856262834",0,0,"0","STNWG",4,"M","A",4,"01101    0    0    0"
"2547","1.92","0.0602327173",0,0,"0","SEDAN",2,"F","C",3,"01101    0    0    0"
"2548","2.42","0.2135523614",0,0,"0","UTE",3,"M","A",2,"01101    0    0    0"
"2549","1.19","0.629705681",0,0,"0","HBACK",2,"F","A",5,"01101    0    0    0"
"2550","0.68","0.5092402464",0,0,"0","STNWG",4,"M","F",2,"01101    0    0    0"
"2551","0.39","0.8377823409",0,0,"0","HBACK",4,"F","C",1,"01101    0    0    0"
"2552","2.09","0.2135523614",0,0,"0","MIBUS",3,"F","B",2,"01101    0    0    0"
"2553","0.77","0.7063655031",0,0,"0","HBACK",3,"F","B",5,"01101    0    0    0"
"2554","3.28","0.7830253251",0,0,"0","UTE",1,"M","B",5,"01101    0    0    0"
"2555","2.97","0.0136892539",0,0,"0","STNWG",3,"F","A",3,"01101    0    0    0"
"2556","1.44","0.2984257358",0,0,"0","SEDAN",2,"F","A",5,"01101    0    0    0"
"2557","2.28","0.128678987",0,0,"0","COUPE",2,"M","C",2,"01101    0    0    0"
"2558","2.1","0.0136892539",0,0,"0","SEDAN",2,"F","A",3,"01101    0    0    0"
"2559","1.56","0.7063655031",0,0,"0","SEDAN",2,"F","D",3,"01101    0    0    0"
"2560","1.18","0.2354551677",0,0,"0","STNWG",4,"M","C",3,"01101    0    0    0"
"2561","1.35","0.6324435318",0,0,"0","SEDAN",3,"F","B",2,"01101    0    0    0"
"2562","1.37","0.7063655031",0,0,"0","SEDAN",2,"F","E",4,"01101    0    0    0"
"2563","2.08","0.6187542779",0,0,"0","UTE",3,"M","E",2,"01101    0    0    0"
"2564","1.18","0.8377823409",1,1,"438.5","TRUCK",4,"M","B",5,"01101    0    0    0"
"2565","5.47","0.8377823409",0,0,"0","STNWG",2,"M","B",4,"01101    0    0    0"
"2566","3.17","0.2354551677",0,0,"0","UTE",1,"F","D",1,"01101    0    0    0"
"2567","1.18","0.8898015058",0,0,"0","SEDAN",3,"F","A",6,"01101    0    0    0"
"2568","1.95","0.2518822724",0,0,"0","STNWG",3,"F","A",2,"01101    0    0    0"
"2569","0.92","0.2135523614",0,0,"0","SEDAN",3,"F","C",3,"01101    0    0    0"
"2570","1.22","0.0082135524",0,0,"0","SEDAN",3,"M","A",3,"01101    0    0    0"
"2571","0.89","0.8377823409",0,0,"0","SEDAN",3,"M","A",1,"01101    0    0    0"
"2572","0.81","0.6324435318",0,0,"0","HBACK",3,"F","A",2,"01101    0    0    0"
"2573","2.31","0.3668720055",0,0,"0","STNWG",4,"M","B",3,"01101    0    0    0"
"2574","1.48","0.7063655031",0,0,"0","SEDAN",2,"M","A",1,"01101    0    0    0"
"2575","2.44","0.4928131417",0,0,"0","TRUCK",3,"F","C",3,"01101    0    0    0"
"2576","1.59","0.0602327173",0,0,"0","MIBUS",4,"F","D",4,"01101    0    0    0"
"2577","2.58","0.7775496235",0,0,"0","STNWG",3,"F","F",2,"01101    0    0    0"
"2578","2.39","0.4982888433",0,0,"0","STNWG",3,"F","B",3,"01101    0    0    0"
"2579","0.84","0.6324435318",0,0,"0","HBACK",3,"F","C",1,"01101    0    0    0"
"2580","1.17","0.1533196441",0,0,"0","SEDAN",3,"F","A",4,"01101    0    0    0"
"2581","0.9","0.3915126626",0,0,"0","HBACK",3,"F","D",1,"01101    0    0    0"
"2582","1.96","0.8131416838",0,0,"0","SEDAN",2,"M","B",4,"01101    0    0    0"
"2583","0.7","0.8350444901",0,0,"0","SEDAN",4,"M","B",1,"01101    0    0    0"
"2584","1.59","0.8350444901",0,0,"0","HBACK",1,"F","C",3,"01101    0    0    0"
"2585","3.98","0.7063655031",0,0,"0","STNWG",1,"F","E",3,"01101    0    0    0"
"2586","3.22","0.5065023956",0,0,"0","STNWG",3,"M","C",5,"01101    0    0    0"
"2587","1.15","0.0602327173",0,0,"0","STNWG",3,"F","F",2,"01101    0    0    0"
"2588","0.54","0.2135523614",0,0,"0","SEDAN",4,"M","E",1,"01101    0    0    0"
"2589","0.47","0.1451060917",0,0,"0","HBACK",4,"F","D",2,"01101    0    0    0"
"2590","1.57","0.0602327173",0,0,"0","SEDAN",1,"F","C",1,"01101    0    0    0"
"2591","1.06","0.2135523614",0,0,"0","SEDAN",3,"F","A",2,"01101    0    0    0"
"2592","2.86","0.295687885",0,0,"0","PANVN",3,"F","C",6,"01101    0    0    0"
"2593","13.79","0.0602327173",0,0,"0","COUPE",1,"F","A",4,"01101    0    0    0"
"2594","2.11","0.2135523614",0,0,"0","SEDAN",1,"F","D",4,"01101    0    0    0"
"2595","3.48","0.5065023956",0,0,"0","SEDAN",1,"F","E",1,"01101    0    0    0"
"2596","1.52","0.2354551677",0,0,"0","HBACK",3,"F","D",3,"01101    0    0    0"
"2597","2.85","0.2080766598",0,0,"0","STNWG",2,"F","C",4,"01101    0    0    0"
"2598","1.92","0.3778234086",0,0,"0","HBACK",2,"F","C",3,"01101    0    0    0"
"2599","1.17","0.6324435318",0,0,"0","HBACK",2,"M","A",1,"01101    0    0    0"
"2600","0.37","0.2135523614",0,0,"0","SEDAN",4,"F","D",3,"01101    0    0    0"
"2601","2.83","0.8898015058",0,0,"0","STNWG",1,"M","A",5,"01101    0    0    0"
"2602","0.7","0.5119780972",0,0,"0","STNWG",4,"F","A",2,"01101    0    0    0"
"2603","2.2","0.7638603696",0,0,"0","HBACK",3,"F","E",3,"01101    0    0    0"
"2604","1.48","0.5065023956",0,0,"0","UTE",3,"M","C",2,"01101    0    0    0"
"2605","0.77","0.1095140315",0,0,"0","HBACK",4,"F","D",1,"01101    0    0    0"
"2606","0.93","0.0602327173",0,0,"0","HBACK",2,"M","A",3,"01101    0    0    0"
"2607","1.96","0.7638603696",0,0,"0","HBACK",3,"F","A",4,"01101    0    0    0"
"2608","1.33","0.5037645448",0,0,"0","PANVN",4,"M","B",5,"01101    0    0    0"
"2609","0","0.0602327173",0,0,"0","MCARA",4,"M","C",4,"01101    0    0    0"
"2610","1.31","0.8898015058",0,0,"0","HBACK",2,"F","A",5,"01101    0    0    0"
"2611","2.72","0.2874743326",0,0,"0","STNWG",1,"F","A",5,"01101    0    0    0"
"2612","2.38","0.0602327173",0,0,"0","STNWG",3,"M","F",2,"01101    0    0    0"
"2613","1.5","0.0574948665",0,0,"0","HBACK",2,"F","C",4,"01101    0    0    0"
"2614","2.05","0.0602327173",0,0,"0","STNWG",4,"M","A",2,"01101    0    0    0"
"2615","1.59","0.6652977413",0,0,"0","HBACK",2,"F","C",5,"01101    0    0    0"
"2616","1.97","0.2135523614",0,0,"0","SEDAN",1,"F","C",5,"01101    0    0    0"
"2617","1.71","0.0602327173",0,0,"0","SEDAN",2,"F","C",4,"01101    0    0    0"
"2618","3.43","0.2135523614",0,0,"0","STNWG",1,"M","F",2,"01101    0    0    0"
"2619","1.35","0.4490075291",0,0,"0","HBACK",1,"M","C",4,"01101    0    0    0"
"2620","0.86","0.2272416153",0,0,"0","SEDAN",4,"F","D",2,"01101    0    0    0"
"2621","1.05","0.9089664613",0,0,"0","HBACK",2,"F","B",2,"01101    0    0    0"
"2622","1.83","0.2354551677",0,0,"0","UTE",3,"M","D",2,"01101    0    0    0"
"2623","1.649","0.1587953457",0,0,"0","HBACK",1,"M","C",3,"01101    0    0    0"
"2624","0.72","0.0136892539",0,0,"0","HBACK",4,"F","A",4,"01101    0    0    0"
"2625","0.85","0.0602327173",0,0,"0","HBACK",3,"F","D",3,"01101    0    0    0"
"2626","3.22","0.5065023956",0,0,"0","UTE",2,"F","F",3,"01101    0    0    0"
"2627","1.82","0.8898015058",0,0,"0","SEDAN",2,"M","A",6,"01101    0    0    0"
"2628","9.23","0.2135523614",0,0,"0","CONVT",2,"M","A",4,"01101    0    0    0"
"2629","1.21","0.2984257358",1,1,"200","COUPE",4,"M","B",3,"01101    0    0    0"
"2630","1.48","0.7063655031",0,0,"0","STNWG",4,"M","D",5,"01101    0    0    0"
"2631","1.22","0.9883641342",0,0,"0","STNWG",4,"M","B",2,"01101    0    0    0"
"2632","1.61","0.2135523614",0,0,"0","SEDAN",2,"F","C",2,"01101    0    0    0"
"2633","0.46","0.5065023956",0,0,"0","HBACK",4,"M","C",3,"01101    0    0    0"
"2634","3.19","0.2135523614",0,0,"0","HDTOP",3,"M","A",5,"01101    0    0    0"
"2635","1.25","0.7611225188",0,0,"0","TRUCK",4,"M","A",1,"01101    0    0    0"
"2636","0.41","0.7857631759",0,0,"0","SEDAN",4,"F","A",4,"01101    0    0    0"
"2637","1.42","0.5037645448",0,0,"0","STNWG",4,"F","B",3,"01101    0    0    0"
