"nocontrat";"no";"garantie";"cout";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region"
"1633";4139473;84225;"1RC";1204;1;"E";7;7;84;62;12;"E";22;13
"1634";4139819;86014;"1RC";3204;0.12;"E";4;13;53;50;1;"E";24;13
"1635";4140306;85627;"1RC";1204;1;"A";8;14;39;50;10;"D";24;13
"1636";4140457;97023;"1RC";1129.4;1;"D";4;12;25;90;2;"E";31;2
"1637";4140555;95925;"1RC";1204;0.99;"E";11;1;47;50;10;"D";24;13
"1638";4140651;90665;"1RC";1204;0.77;"D";14;26;50;54;11;"E";53;11
"1639";4141029;90499;"1RC";2837.49;1;"C";5;3;40;58;5;"D";24;13
"1640";4141158;96017;"1RC";1374.81;0.43;"C";6;14;40;95;1;"D";82;1
"1641";4141448;86162;"1RC";1739.36;1;"E";6;8;75;50;2;"E";72;13
"1642";4141606;88470;"1RC";1204;1;"D";5;4;39;60;5;"E";41;9
"1643";4141763;90826;"1RC";1204;1;"D";9;1;56;50;10;"D";82;13
"1644";4142273;94242;"1RC";387.41;1;"A";8;17;49;50;1;"D";24;13
"1645";4142461;95768;"1RC";1204;1;"E";6;7;52;63;2;"D";93;13
"1646";4143161;84965;"1RC";20.97;1;"D";8;7;36;51;10;"D";93;12
"1647";4143426;89904;"1RC";950;0.91;"D";5;18;24;132;1;"E";24;-1
"1648";4143558;84744;"1RC";1204;1;"D";6;7;31;80;1;"D";31;4
"1649";4144480;86563;"1RC";1204;1;"C";6;8;23;76;2;"D";24;5
"1650";4144602;96582;"1RC";1204;0.57;"D";6;5;72;62;1;"D";31;13
"1651";4145435;84838;"1RC";280;0.62;"D";7;2;37;54;3;"D";82;11
"1652";4145646;86002;"1RC";2592.51;1;"E";5;3;77;50;5;"D";24;13
"1653";4146095;94239;"1RC";1204;0.83;"C";7;18;45;50;1;"E";24;13
"1654";4146229;84353;"1RC";1204;0.75;"C";5;7;23;156;4;"D";26;-1
"1655";4146662;94504;"1RC";1204;0.74;"A";5;15;64;62;2;"D";24;13
"1656";4146909;96985;"1RC";1204;0.91;"E";10;5;40;50;13;"D";93;13
"1657";4147202;89281;"1RC";1204;0.42;"C";5;17;56;50;1;"D";24;13
"1658";4147675;86969;"1RC";1204;0.95;"D";4;10;44;50;2;"E";24;13
"1659";4147923;92523;"1RC";1204;1;"E";6;6;39;50;2;"D";93;13
"1660";4147931;92572;"1RC";1204;0.48;"E";5;5;21;90;3;"D";93;2
"1661";4148571;89514;"1RC";464.62;0.33;"C";9;12;22;100;1;"E";52;0
"1662";4148894;92396;"1RC";1204;1;"D";9;7;39;73;1;"D";52;5
"1663";4149220;91677;"1RC";1204;1;"B";7;2;55;50;1;"E";24;13
"1664";4149592;85377;"1RC";1204;1;"D";6;20;36;112;3;"E";24;-1
"1665";4149770;92436;"1RC";5378.55;0.26;"D";9;9;45;50;11;"E";11;13
"1666";4149890;94892;"1RC";1204;1;"B";5;10;43;50;3;"D";52;13
"1667";4149959;92068;"1RC";1204;0.16;"D";7;9;58;50;4;"D";53;13
"1668";4150115;92733;"1RC";1204;1;"C";9;1;71;50;10;"D";24;13
"1669";4150321;87281;"1RC";1204;1;"C";4;4;72;52;2;"E";53;13
"1670";4151076;97215;"1RC";1204;1;"D";11;9;44;50;1;"E";53;13
"1671";4151423;93894;"1RC";711.33;1;"C";8;7;65;50;2;"D";53;13
"1672";4151654;90660;"1RC";1204;1;"A";7;10;44;62;2;"E";53;13
"1673";4151877;84971;"1RC";1204;0.76;"D";5;9;55;76;5;"D";93;5
"1674";4151877;85041;"1RC";1371.19;0.76;"D";5;9;55;76;5;"D";93;5
"1675";4152056;96210;"1RC";414.7;0.45;"D";8;3;23;80;3;"E";82;4
"1676";4152077;96238;"1RC";2176;0.57;"D";6;7;25;100;2;"D";82;0
"1677";4152287;96482;"1RC";40.9;0.28;"E";6;6;32;90;3;"D";31;2
"1678";4152814;91333;"1RC";1026.97;1;"C";5;5;61;80;2;"E";24;4
"1679";4153394;83864;"1RC";1204;0.25;"D";6;9;39;50;3;"D";72;13
"1680";4153439;84019;"1RC";612.13;0.79;"F";6;2;31;68;2;"E";11;7
"1681";4153534;97043;"1RC";2204;0.51;"A";5;14;31;125;4;"D";31;-1
"1682";4153593;91082;"1RC";1204;0.68;"D";4;17;38;72;2;"E";82;6
"1683";4153612;91159;"1RC";1204;1;"E";7;15;77;50;1;"E";82;13
"1684";4153746;89142;"1RC";1204;0.3;"E";6;16;49;57;12;"D";82;10
"1685";4153943;95711;"1RC";3561.88;1;"A";7;2;26;100;2;"E";24;0
"1686";4154067;86768;"1RC";1204;1;"C";5;17;39;50;1;"E";53;13
"1687";4154069;86727;"1RC";76.01;1;"B";6;14;40;50;1;"D";53;13
"1688";4155672;84558;"1RC";931.81;1;"B";8;3;43;50;2;"D";82;13
"1689";4155716;84734;"1RC";1204;1;"B";5;2;52;50;6;"D";82;13
"1690";4155957;88506;"1RC";1204;0.91;"D";7;8;29;71;12;"E";82;6
"1691";4155959;88539;"1RC";3082.13;0.41;"D";7;12;49;100;2;"E";82;0
"1692";4156383;94718;"1RC";1374;0.75;"E";9;6;57;96;12;"E";82;0
"1693";4156748;97090;"1RC";5067.76;0.91;"F";10;9;59;50;12;"E";11;13
"1694";4157342;95544;"1RC";1293.7;1;"D";7;1;59;50;1;"E";82;13
"1695";4157443;87406;"1RC";1204;0.94;"D";6;15;51;50;3;"E";24;13
"1696";4157494;91574;"1RC";1294;0.18;"D";5;12;20;100;2;"D";24;0
"1697";4157523;91682;"1RC";602;1;"D";7;1;56;50;1;"E";24;13
"1698";4157642;93997;"1RC";1113.45;1;"D";9;1;82;62;1;"E";53;13
"1699";4157917;96129;"1RC";1204;1;"E";5;9;31;118;1;"E";93;-1
"1700";4158158;89873;"1RC";602;0.56;"D";4;3;46;50;1;"E";24;13
"1701";4158237;93338;"1RC";7410;0.11;"C";8;16;52;50;1;"D";72;13
"1702";4158918;95684;"1RC";765.2;1;"D";5;4;42;56;5;"E";93;13
"1703";4158974;84197;"1RC";602;1;"D";7;14;25;95;2;"E";22;1
"1704";4158974;84244;"1RC";1204;1;"D";7;14;25;95;2;"E";22;1
"1705";4159168;87293;"1RC";1204;1;"C";9;16;47;50;5;"E";53;13
"1706";4159778;94197;"1RC";1204;1;"A";7;3;53;50;1;"E";24;13
"1707";4159900;95274;"1RC";1204;1;"C";6;5;46;62;3;"D";52;13
"1708";4159988;95243;"1RC";3704.59;1;"A";6;6;47;50;1;"D";52;13
"1709";4159988;95263;"1RC";1204;1;"A";6;6;47;50;1;"D";52;13
"1710";4161132;86110;"1RC";1204;1;"A";10;4;78;50;12;"E";72;13
"1711";4161194;86199;"1RC";5000;1;"E";5;8;22;90;1;"E";72;2
"1712";4161335;86120;"1RC";1204;1;"E";4;7;46;50;13;"E";72;13
"1713";4161481;91461;"1RC";4204;0.26;"C";11;4;30;68;11;"D";24;7
"1714";4161487;91472;"1RC";193.42;0.53;"C";4;2;29;68;1;"D";24;7
"1715";4161487;91483;"1RC";10000;0.53;"C";4;2;29;68;1;"D";24;7
"1716";4161902;84419;"1RC";1204;0.43;"C";8;14;37;100;13;"D";54;0
"1717";4163408;93911;"1RC";1204;1;"C";7;5;57;50;13;"D";53;13
"1718";4163744;93019;"1RC";8704;0.5;"E";6;7;45;50;1;"D";24;13
"1719";4163930;91347;"1RC";71.52;0.77;"A";5;0;62;50;2;"D";24;13
"1720";4164402;91164;"1RC";1204;1;"E";8;3;49;51;10;"D";82;12
"1721";4164895;83934;"1RC";516.97;0.39;"A";6;11;43;52;2;"E";72;13
"1722";4165501;91254;"1RC";602;0.98;"C";6;17;53;50;1;"D";24;13
"1723";4165539;91213;"1RC";1204;0.79;"A";7;7;45;50;11;"D";24;13
"1724";4165811;96368;"1RC";703.74;0.86;"C";7;10;20;125;11;"E";24;-1
"1725";4165821;95752;"1RC";1204;0.5;"E";5;16;75;50;2;"D";93;13
"1726";4165874;95695;"1RC";1204;1;"E";6;4;55;50;1;"D";93;13
"1727";4166131;97091;"1RC";201.51;0.84;"C";7;9;55;50;1;"D";25;13
"1728";4167124;90563;"1RC";200;1;"C";6;1;57;50;1;"D";24;13
"1729";4167264;90483;"1RC";1204;0.78;"C";6;9;61;50;2;"D";24;13
"1730";4167272;96660;"1RC";1204;0.21;"E";6;3;25;100;2;"D";11;0
"1731";4167382;96885;"1RC";1204;0.53;"A";8;16;53;50;2;"D";24;13
"1732";4167547;96100;"1RC";602;1;"C";8;12;28;95;5;"E";93;1
"1733";4167784;86146;"1RC";1204;0.35;"D";6;1;52;50;13;"D";72;13
"1734";4167845;86230;"1RC";1521.35;1;"C";6;1;57;50;3;"D";72;13
"1735";4168440;85955;"1RC";1204;1;"E";5;3;72;85;4;"E";11;3
"1736";4168928;90054;"1RC";2045.33;0.24;"C";7;11;26;95;1;"D";24;1
"1737";4169122;84756;"1RC";1204;0.73;"D";7;9;25;100;2;"E";82;0
"1738";4169311;89860;"1RC";1204;0.71;"D";10;13;41;72;3;"D";24;6
"1739";4169345;89826;"1RC";1204;0.52;"D";5;13;45;100;2;"D";24;0
"1740";4169374;97259;"1RC";1204;0.44;"C";5;6;30;80;1;"D";74;4
"1741";4169965;91831;"1RC";12316;0.07;"C";5;17;24;100;5;"D";91;0
"1742";4170214;89039;"1RC";487.69;0.67;"E";6;9;40;52;5;"E";82;13
"1743";4170593;87198;"1RC";1204;0.49;"C";6;9;48;50;1;"D";53;13
"1744";4170605;87225;"1RC";1204;0.58;"C";6;8;79;52;1;"D";53;13
"1745";4171944;87292;"1RC";2000;1;"C";6;6;86;73;2;"E";53;5
"1746";4172010;94417;"1RC";1204;1;"D";5;5;79;50;3;"E";54;13
"1747";4172307;92094;"1RC";1204;0.89;"C";4;20;41;50;6;"E";52;13
"1748";4172647;89324;"1RC";1204;1;"A";5;3;77;100;1;"E";24;0
"1749";4173303;91976;"1RC";1204;1;"C";5;12;80;50;2;"D";24;13
"1750";4173439;96877;"1RC";1204;1;"B";5;4;63;50;2;"D";24;13
"1751";4173528;85153;"1RC";1204;1;"C";7;15;80;68;1;"E";25;7
"1752";4173604;93438;"1RC";1204;0.88;"E";8;8;60;132;1;"D";11;-1
"1753";4173636;90845;"1RC";1204;1;"E";4;19;64;65;1;"E";93;7
"1754";4174554;94006;"1RC";10584.92;0.86;"D";9;3;39;50;10;"D";53;13
"1755";4174958;94277;"1RC";897;1;"C";6;14;34;59;1;"D";24;13
"1756";4175240;90876;"1RC";1204;0.72;"E";4;21;47;50;1;"E";82;13
"1757";4175638;90209;"1RC";1204;1;"C";5;6;57;62;2;"E";24;13
"1758";4175912;96296;"1RC";324.25;0.91;"C";5;4;37;50;2;"D";24;13
"1759";4176074;92143;"1RC";2166.47;0.27;"A";5;10;55;50;5;"D";52;13
"1760";4176297;94101;"1RC";1228.16;0.51;"D";9;8;44;50;13;"E";53;13
"1761";4176327;90815;"1RC";1204;0.54;"E";11;12;50;50;1;"E";82;13
"1762";4176660;90600;"1RC";734.15;0.79;"E";6;3;40;50;1;"D";53;13
"1763";4177789;86517;"1RC";1204;1;"C";4;12;87;80;2;"E";24;4
"1764";4178670;92004;"1RC";1204;1;"A";7;7;53;97;13;"E";24;0
"1765";4178684;88223;"1RC";602;0.43;"B";5;11;53;50;5;"D";24;13
"1766";4178721;87969;"1RC";150.07;0.68;"A";8;3;53;50;2;"D";53;13
"1767";4178789;87071;"1RC";1204;1;"C";12;15;46;62;10;"D";53;13
"1768";4179319;92863;"1RC";134.02;0.97;"C";5;8;44;50;11;"D";24;13
"1769";4179454;83789;"1RC";1204;1;"A";6;7;34;62;2;"D";24;13
"1770";4179546;96388;"1RC";1204;0.4;"C";10;7;50;50;5;"D";24;13
"1771";4180129;93672;"1RC";1204;0.51;"A";4;9;36;64;2;"E";24;8
"1772";4180637;93254;"1RC";8981;0.25;"E";6;15;44;50;1;"E";24;13
"1773";4181004;95839;"1RC";1204;0.87;"C";9;12;22;90;1;"E";93;2
"1774";4181860;96023;"1RC";1204;0.75;"D";7;19;21;125;12;"E";93;-1
"1775";4181896;96071;"1RC";1204;0.55;"E";8;3;23;100;4;"E";11;0
"1776";4181981;96098;"1RC";1138.15;0.43;"C";6;5;25;100;1;"D";82;0
"1777";4182691;84769;"1RC";1204;0.21;"D";6;1;48;50;1;"E";82;13
"1778";4182711;84772;"1RC";1204;0.12;"C";5;7;51;50;1;"D";82;13
"1779";4182749;87787;"1RC";1375.44;0.9;"F";5;0;58;50;2;"D";11;13
"1780";4182937;86343;"1RC";1204;0.43;"D";6;12;31;85;2;"D";72;3
"1781";4183138;85971;"1RC";152.45;0.75;"C";10;11;39;58;10;"D";53;13
"1782";4183605;87502;"1RC";2000;0.05;"A";7;0;49;50;5;"D";24;13
"1783";4184024;87851;"1RC";21204;0.14;"C";6;9;54;50;2;"D";26;13
"1784";4185099;91625;"1RC";1204;1;"C";5;6;57;50;6;"E";24;13
"1785";4185146;84912;"1RC";1417.95;1;"C";6;3;57;50;1;"E";82;13
"1786";4185568;92079;"1RC";1204;0.23;"E";6;11;54;62;3;"D";52;13
"1787";4185930;96766;"1RC";1204;0.5;"A";7;15;42;50;1;"E";24;13
"1788";4186908;89049;"1RC";1204;0.83;"C";7;4;47;50;5;"D";82;13
"1789";4188680;87437;"1RC";2265.27;0.78;"B";7;1;40;50;1;"E";24;13
"1790";4188773;86407;"1RC";1204;0.57;"C";5;1;54;95;5;"E";82;1
"1791";4188824;93354;"1RC";149.64;0.38;"A";5;6;43;50;6;"E";11;13
"1792";4189003;94256;"1RC";981;0.46;"A";6;13;57;52;1;"D";54;13
"1793";5000590;7488;"1RC";1204;0.74;"D";4;10;52;50;12;"E";93;13
"1794";5001055;3625;"1RC";2351.15;0.12;"D";5;1;81;50;12;"E";91;13
"1795";5001055;3626;"1RC";1204;0.12;"D";5;1;81;50;12;"E";91;13
"1796";5005476;7698;"1RC";1204;0.46;"E";6;5;77;50;12;"E";93;13
"1797";5005476;7697;"1RC";7380;0.46;"E";6;5;77;50;12;"E";93;13
"1798";5005904;5197;"1RC";1204;0.61;"E";6;5;78;50;12;"E";93;13
"1799";5007080;4526;"1RC";1204;0.33;"E";5;5;61;50;12;"E";93;13
"1800";5007485;8173;"1RC";1204;0.21;"F";5;3;65;65;12;"E";11;7
"1801";5010390;7962;"1RC";1204;0.87;"C";6;4;71;50;12;"E";22;13
"1802";5013915;5733;"1RC";792;0.63;"E";6;4;75;50;12;"E";72;13
"1803";5013915;5735;"1RC";1204;0.63;"E";6;4;75;50;12;"E";72;13
"1804";5014156;3855;"1RC";1204;0.36;"C";15;5;59;50;12;"E";26;13
"1805";5018232;3851;"1RC";1204;0.78;"A";11;1;69;50;12;"D";93;13
"1806";5018604;6855;"1RC";9806;0.87;"E";6;4;78;50;12;"D";93;13
"1807";5018604;6856;"1RC";2089.04;0.87;"E";6;4;78;50;12;"D";93;13
"1808";5018634;7706;"1RC";7000;0.00547945205479452;"E";6;4;44;51;12;"E";31;12
"1809";5018634;7707;"1RC";7697.78;0.00547945205479452;"E";6;4;44;51;12;"E";31;12
"1810";5019101;8217;"1RC";1204;0.12;"C";11;3;36;57;12;"D";82;10
"1811";5023190;5118;"1RC";1204;0.8;"E";5;3;49;50;12;"E";24;13
"1812";5026061;4806;"1RC";1204;0.24;"D";5;7;50;50;3;"D";93;13
"1813";5036140;3954;"1RC";1204;0.65;"A";9;10;39;50;12;"D";24;13
"1814";5036378;4221;"1RC";289.43;0.66;"E";7;2;27;85;12;"E";11;3
"1815";5037553;6663;"1RC";1320;0.71;"C";8;1;65;50;12;"D";73;13
"1816";5040782;5628;"1RC";1204;0.85;"D";8;2;59;50;12;"D";93;13
"1817";5041524;5951;"1RC";1204;0.88;"D";6;2;58;50;12;"D";11;13
"1818";5044190;3829;"1RC";1204;0.05;"E";5;2;35;72;12;"D";11;6
"1819";5045482;3676;"1RC";2622.42;0.04;"D";7;5;31;76;3;"D";93;5
"1820";5045482;3677;"1RC";1204;0.04;"D";7;5;31;76;3;"D";93;5
"1821";5045581;6015;"1RC";1204;0.94;"E";7;3;66;76;12;"E";93;5
"1822";5045914;7341;"1RC";1204;0.93;"A";8;1;61;50;12;"D";74;13
"1823";5046427;6443;"1RC";1204;0.91;"F";12;1;38;62;12;"D";11;13
"1824";5047846;4447;"1RC";602;0.87;"B";7;2;74;50;12;"D";91;13
"1825";5049153;4465;"1RC";1204;0.82;"D";8;1;36;51;12;"D";82;12
"1826";5050056;6614;"1RC";1204;0.79;"A";4;6;49;50;12;"E";52;13
"1827";5051884;5464;"1RC";1204;0.73;"C";7;1;46;50;12;"D";11;13
"1828";5052328;5863;"1RC";1204;0.71;"E";7;1;75;58;12;"E";11;13
"1829";5052328;8221;"1RC";1320;0.71;"E";7;1;75;58;12;"E";11;13
"1830";5053615;8017;"1RC";1320;0.66;"C";7;5;34;50;12;"D";31;13
"1831";5054311;4214;"1RC";1204;0.36;"E";5;1;38;64;12;"D";52;8
"1832";5056215;4727;"1RC";3198.4;0.43;"D";4;1;32;85;12;"D";91;3
"1833";5056215;4728;"1RC";1204;0.43;"D";4;1;32;85;12;"D";91;3
"1834";5056471;5442;"1RC";1204;0.45;"B";4;1;48;50;12;"E";11;13
"1835";5057190;4607;"1RC";106.46;0.22;"E";7;10;30;100;6;"E";24;0
"1836";5057257;5155;"1RC";1286.26;0.48;"A";11;4;44;80;12;"D";72;4
"1837";5060366;6522;"1RC";127.97;0.59;"B";7;10;23;80;1;"E";93;4
"1838";5060401;4649;"1RC";1204;0.6;"C";5;8;33;57;3;"D";93;10
"1839";5061222;8259;"1RC";1320;0.35;"C";7;1;56;54;12;"D";93;11
"1840";5061548;8293;"1RC";1851.89;0.32;"E";7;3;44;74;12;"E";93;5
"1841";5063524;6488;"1RC";660;0.75;"B";11;10;41;50;1;"D";94;13
"1842";5066628;5307;"1RC";105.3;0.41;"D";10;6;61;50;14;"D";91;13
"1843";5066769;4705;"1RC";1204;0.65;"C";4;3;29;76;12;"D";93;5
"1844";5067075;7149;"1RC";1204;0.91;"D";6;3;23;112;3;"D";93;-1
"1845";5067398;4324;"1RC";660;0.19;"A";5;6;22;100;12;"D";73;0
"1846";5068907;7460;"1RC";1204;0.93;"D";6;9;24;100;4;"E";31;0
"1847";5069205;5982;"1RC";1204;0.9;"C";7;1;34;51;12;"D";83;12
"1848";5073521;7067;"1RC";1320;0.29;"D";4;3;74;50;12;"E";31;13
"1849";5074196;4632;"1RC";1204;0.58;"E";5;9;32;80;5;"D";22;4
"1850";5074924;4355;"1RC";8033.42;0.78;"B";6;4;50;50;12;"D";83;13
"1851";5075009;6309;"1RC";17378;0.78;"E";4;3;43;60;12;"E";11;9
"1852";5075009;6310;"1RC";9110;0.78;"E";4;3;43;60;12;"E";11;9
"1853";5076496;8245;"1RC";1204;0.12;"B";7;1;26;76;12;"D";22;5
"1854";5078917;7017;"1RC";22000;0.22;"E";4;0;21;90;12;"D";24;2
"1855";5078917;7018;"1RC";1204;0.22;"E";4;0;21;90;12;"D";24;2
"1856";5079062;5027;"1RC";1204;0.96;"E";4;2;54;50;12;"D";11;13
"1857";5081027;3680;"1RC";699.55;0.05;"E";5;10;50;50;1;"E";82;13
"1858";5082644;6376;"1RC";602;0.8;"D";7;2;50;50;12;"D";11;13
"1859";5085393;5221;"1RC";1204;0.71;"C";4;2;43;72;12;"E";93;6
"1860";5087466;9369;"1RC";556.14;0.73;"D";4;0;22;125;12;"E";11;-1
"1861";5087466;9370;"1RC";1204;0.73;"D";4;0;22;125;12;"E";11;-1
"1862";5088529;8566;"1RC";556.14;0.63;"D";4;1;39;54;12;"D";11;11
"1863";5088600;8447;"1RC";1204;0.84;"B";8;3;42;50;12;"D";82;13
"1864";5089864;9333;"1RC";5801;0.62;"F";11;4;50;54;12;"D";11;11
"1865";5089980;9078;"1RC";2524;0.84;"D";11;8;57;54;12;"E";73;11
"1866";5091766;9590;"1RC";7000;0.71;"D";8;0;36;50;12;"E";41;13
"1867";5092986;9356;"1RC";2524;0.28;"C";4;0;43;54;12;"D";53;11
"1868";5094460;9138;"1RC";947.52;0.37;"E";4;15;49;50;4;"E";93;13
"1869";5094652;8747;"1RC";2911.8;0.27;"D";8;0;34;100;12;"D";22;0
"1870";5095276;8923;"1RC";165.04;0.1;"E";7;9;24;100;5;"E";11;0
"1871";5095276;8926;"1RC";602;0.1;"E";7;9;24;100;5;"E";11;0
"1872";5095798;8809;"1RC";1204;0.55;"E";7;0;62;50;12;"D";31;13
"1873";5097150;9704;"1RC";1204;0.52;"E";6;8;41;50;2;"D";11;13
"1874";5100345;9699;"1RC";898.78;0.44;"E";4;0;39;100;12;"D";11;0
"1875";5103064;9391;"1RC";1204;0.34;"D";4;10;32;60;2;"E";91;9
"1876";5104510;9484;"1RC";1204;0.24;"E";7;0;67;62;12;"D";23;13
"1877";6002446;12023;"1RC";1346.4;0.13;"C";5;2;37;78;12;"D";91;4
"1878";6003956;13563;"1RC";706.2;0.29;"C";7;6;75;53;12;"E";93;13
"1879";6010220;12356;"1RC";1346.4;0.62;"B";15;5;57;50;12;"E";93;13
"1880";6012999;9942;"1RC";82.05;0.28;"A";7;10;39;50;12;"E";93;13
"1881";6018233;14084;"1RC";1452;0.74;"A";11;2;70;50;12;"D";93;13
"1882";6020997;13503;"1RC";1288.28;0.62;"C";12;2;55;50;12;"D";91;13
"1883";6024228;11656;"1RC";1204;0.28;"C";4;4;57;50;12;"E";22;13
"1884";6025607;10094;"1RC";1320;0.36;"C";4;4;49;50;12;"D";91;13
"1885";6027955;12002;"1RC";1406.43;0.55;"E";7;7;53;50;12;"E";72;13
"1886";6037533;13015;"1RC";816;0.71;"E";6;3;67;50;12;"D";93;13
"1887";6043349;12773;"1RC";1346.4;0.74;"E";7;4;70;50;12;"D";52;13
"1888";6047503;12057;"1RC";1228.08;0.63;"C";5;2;45;50;12;"E";93;13
"1889";6048801;13848;"1RC";7140;0.58;"E";9;2;43;50;12;"E";93;13
"1890";6051854;13168;"1RC";1288.28;0.48;"E";4;2;63;50;12;"D";72;13
"1891";6052939;10008;"1RC";1204;0.3;"E";10;2;42;50;12;"E";82;13
"1892";6053063;14387;"1RC";1268.09;0.43;"A";6;3;56;50;12;"D";91;13
"1893";6058584;11846;"1RC";2732.37;0.34;"D";4;2;45;50;12;"D";73;13
"1894";6059201;12801;"1RC";1346.4;0.55;"E";7;2;47;54;12;"D";11;11
"1895";6059796;11815;"1RC";1204;0.56;"C";4;2;53;50;12;"D";73;13
"1896";6060627;11790;"1RC";7000;0.61;"D";5;6;62;64;2;"D";26;8
"1897";6061044;12018;"1RC";1346.4;0.63;"A";4;4;70;76;12;"E";73;5
"1898";6061858;12218;"1RC";1228.08;0.53;"C";8;2;39;50;12;"E";11;13
"1899";6064145;11434;"1RC";7000;0.27;"D";7;2;74;50;12;"D";11;13
"1900";6067110;11296;"1RC";1013.35;0.74;"D";6;7;31;72;2;"D";93;6
"1901";6067872;10480;"1RC";1204;0.41;"A";8;2;36;68;12;"D";41;7
"1902";6075531;13224;"1RC";1412.4;0.41;"E";10;5;59;50;12;"E";93;13
"1903";6075531;13443;"1RC";1288.28;0.41;"E";10;5;59;50;12;"E";93;13
"1904";6075930;14440;"1RC";1940.4;0.74;"E";8;4;37;50;12;"D";31;13
"1905";6077449;13719;"1RC";662.2;0.74;"C";4;4;65;50;12;"D";91;13
"1906";6078073;9885;"1RC";1320;0.44;"E";5;7;28;64;3;"D";11;8
"1907";6083346;9909;"1RC";602;0.2;"A";4;4;37;57;1;"E";26;10
"1908";6084268;10496;"1RC";68.17;0.28;"E";7;1;59;50;12;"D";11;13
"1909";6085080;11197;"1RC";7000;0.28;"E";6;6;40;60;12;"D";11;9
"1910";6085099;13677;"1RC";1452;0.46;"C";7;3;52;54;12;"D";53;11
"1911";6089346;14062;"1RC";1769.88;0.61;"D";6;1;52;50;12;"E";11;13
"1912";6091256;12373;"1RC";614.04;0.54;"D";8;1;76;50;12;"D";82;13
"1913";6091506;12745;"1RC";5610;0.53;"B";7;2;39;85;12;"D";25;3
"1914";6091506;12746;"1RC";614.04;0.53;"B";7;2;39;85;12;"D";25;3
"1915";6091635;12316;"1RC";2574.48;0.44;"C";7;2;73;50;12;"D";91;13
"1916";6092898;14007;"1RC";2808.15;0.45;"D";7;10;29;106;11;"D";31;-1
"1917";6097501;10733;"1RC";2524;0.21;"C";7;1;34;64;12;"D";82;8
"1918";6097806;14315;"1RC";817.52;0.29;"E";4;1;78;50;12;"E";83;13
"1919";6104006;11933;"1RC";5376.04;0.37;"E";6;1;32;57;12;"E";93;10
"1920";6107355;12349;"1RC";51.63;0.74;"E";4;1;45;57;12;"E";72;10
"1921";6108364;13229;"1RC";1320;0.74;"B";9;1;32;100;12;"E";83;0
"1922";6109171;11567;"1RC";1320;0.74;"B";13;1;56;50;12;"E";93;13
"1923";6111208;14161;"1RC";970.2;0.49;"E";10;5;30;90;12;"E";53;2
"1924";6111650;14476;"1RC";1940.4;0.48;"E";4;0;69;50;12;"E";93;13
