"nocontrat";"exposition";"zone";"puissance";"agevehicule";"ageconducteur";"bonus";"marque";"carburant";"densite";"region";"nbre"
"13375";1181610;0.49;"E";6;3;44;50;2;"E";93;13;0
"13376";1181615;0.33;"C";5;0;50;50;5;"D";91;13;0
"13377";1181618;0.8;"E";6;8;51;50;4;"E";93;13;0
"13378";1181664;0.49;"C";4;15;51;50;4;"E";91;13;0
"13379";1181668;0.97;"E";5;11;50;50;3;"D";91;13;0
"13380";1181669;0.51;"D";7;12;51;50;2;"E";91;13;0
"13381";1181682;0.24;"E";6;6;44;50;13;"D";11;13;0
"13382";1181683;0.4;"D";6;10;48;50;1;"E";82;13;0
"13383";1181687;0.43;"D";7;19;39;60;2;"D";41;9;0
"13384";1181689;0.93;"D";4;15;45;50;1;"E";93;13;0
"13385";1181701;0.96;"D";7;6;50;50;2;"E";93;13;0
"13386";1181705;0.5;"C";4;6;36;61;2;"D";73;13;0
"13387";1181710;0.52;"D";5;6;75;57;1;"E";73;10;1
"13388";1181722;0.53;"C";7;1;67;50;2;"D";91;13;0
"13389";1181752;0.64;"E";5;4;53;50;5;"D";73;13;0
"13390";1181753;0.37;"C";6;7;57;73;1;"D";91;5;0
"13391";1181771;0.5;"C";6;16;33;60;4;"E";91;9;0
"13392";1181779;0.4;"E";6;3;28;80;2;"D";24;4;0
"13393";1181785;0.4;"D";9;1;30;57;2;"E";93;10;0
"13394";1181794;1;"E";7;15;48;50;2;"E";91;13;0
"13395";1181828;0.37;"B";9;15;28;76;12;"D";91;5;0
"13396";1181835;0.54;"D";7;3;47;53;11;"D";91;13;0
"13397";1181838;0.95;"A";4;9;36;50;1;"E";93;13;0
"13398";1181851;0.49;"E";7;4;64;62;10;"D";24;13;0
"13399";1181860;0.44;"E";9;12;51;50;3;"E";91;13;0
"13400";1181871;1;"E";5;12;61;50;5;"D";93;13;0
"13401";1181885;0.99;"D";10;4;60;50;14;"E";82;13;0
"13402";1181897;0.44;"E";7;5;26;72;12;"E";93;6;0
"13403";1181918;0.13;"A";6;2;53;50;12;"D";72;13;0
"13404";1181933;0.43;"E";7;3;37;112;1;"E";72;-1;1
"13405";1181956;1;"C";4;15;64;50;1;"E";72;13;0
"13406";1181967;1;"A";5;10;35;64;5;"D";82;8;0
"13407";1182005;0.5;"C";6;5;40;50;1;"D";91;13;0
"13408";1182007;0.24;"B";6;7;33;72;3;"D";72;6;0
"13409";1182022;0.24;"D";5;3;33;72;4;"D";72;6;0
"13410";1182034;0.5;"E";11;16;49;54;2;"E";11;11;0
"13411";1182040;0.5;"E";7;10;33;50;11;"D";23;13;0
"13412";1182056;0.5;"E";5;7;38;64;1;"E";93;8;0
"13413";1182067;0.5;"E";8;13;43;50;10;"D";93;13;0
"13414";1182082;0.5;"E";7;14;61;50;5;"D";11;13;0
"13415";1182083;0.5;"D";10;5;45;58;1;"E";31;13;0
"13416";1182090;1;"D";7;13;33;72;11;"E";93;6;0
"13417";1182093;0.5;"E";9;15;36;80;10;"D";93;4;0
"13418";1182096;0.5;"E";5;14;31;68;2;"E";11;7;0
"13419";1182104;0.5;"E";4;9;24;90;6;"E";93;2;0
"13420";1182129;1;"C";7;1;55;50;2;"D";91;13;0
"13421";1182153;0.5;"B";12;22;34;68;10;"D";52;7;0
"13422";1182160;0.5;"F";5;2;48;50;3;"E";11;13;0
"13423";1182164;0.5;"C";4;1;52;50;4;"E";72;13;0
"13424";1182184;0.5;"E";5;6;44;50;1;"E";11;13;0
"13425";1182190;1;"A";11;6;42;50;1;"D";24;13;0
"13426";1182210;0.98;"B";7;13;49;50;1;"D";52;13;0
"13427";1182214;0.47;"E";8;2;50;50;3;"E";72;13;0
"13428";1182226;0.5;"E";6;5;48;50;2;"D";72;13;0
"13429";1182228;0.47;"E";5;8;57;77;1;"E";93;4;0
"13430";1182254;0.29;"E";4;4;47;50;6;"E";93;13;0
"13431";1182258;0.48;"D";7;8;44;50;2;"D";93;13;0
"13432";1182259;0.38;"E";7;6;38;85;1;"D";93;3;0
"13433";1182266;0.99;"C";12;3;44;59;11;"D";93;13;0
"13434";1182270;0.49;"D";7;7;35;64;1;"D";11;8;0
"13435";1182291;0.96;"A";8;6;40;50;6;"D";91;13;0
"13436";1182330;0.47;"C";4;18;30;95;1;"E";91;1;0
"13437";1182336;0.95;"D";5;1;37;50;6;"E";72;13;0
"13438";1182344;1;"C";6;14;70;55;6;"D";72;13;0
"13439";1182388;0.46;"D";9;12;42;85;3;"E";93;3;0
"13440";1182396;0.5;"D";6;5;34;71;3;"D";93;6;0
"13441";1182404;0.15;"E";6;12;49;50;3;"E";31;13;0
"13442";1182436;0.96;"E";4;13;47;50;6;"E";11;13;0
"13443";1182438;0.95;"D";6;2;54;50;1;"E";91;13;0
"13444";1182465;0.23;"C";7;1;68;50;2;"E";21;13;0
"13445";1182466;0.93;"C";7;7;40;55;2;"D";91;13;0
"13446";1182480;1;"B";6;7;26;72;1;"D";73;6;0
"13447";1182494;0.44;"A";5;14;44;50;2;"E";91;13;0
"13448";1182514;0.44;"E";14;6;47;55;10;"D";11;13;0
"13449";1182535;0.25;"E";12;8;61;95;10;"D";11;1;0
"13450";1182595;0.94;"B";7;8;41;54;11;"D";83;11;0
"13451";1182619;0.5;"E";6;7;61;54;2;"D";72;11;0
"13452";1182624;0.94;"E";8;12;67;50;12;"D";72;13;0
"13453";1182628;1;"E";10;13;35;50;12;"D";73;13;0
"13454";1182636;0.94;"D";7;19;37;50;1;"E";91;13;0
"13455";1182680;0.5;"D";8;13;24;85;2;"D";91;3;0
"13456";1182681;0.5;"E";5;2;29;76;4;"E";91;5;0
"13457";1182705;0.24;"C";9;14;61;50;11;"E";82;13;0
"13458";1182710;0.98;"C";5;15;61;50;1;"E";73;13;0
"13459";1182713;1;"A";6;3;59;50;1;"D";91;13;0
"13460";1182715;0.99;"C";6;5;36;57;2;"D";93;10;0
"13461";1182734;0.59;"A";7;7;29;54;1;"D";26;11;0
"13462";1182824;0.45;"A";6;7;51;95;1;"D";24;1;0
"13463";1182840;0.5;"C";9;12;68;50;2;"E";73;13;0
"13464";1182854;0.42;"D";7;6;50;50;1;"D";93;13;0
"13465";1182892;0.99;"B";5;0;68;64;2;"D";72;8;0
"13466";1182910;0.98;"B";4;13;41;50;6;"E";91;13;0
"13467";1182950;1;"C";5;11;41;50;6;"D";91;13;0
"13468";1182955;0.93;"D";5;7;29;72;3;"D";24;6;1
"13469";1182989;0.98;"E";5;7;70;50;1;"E";91;13;0
"13470";1182994;1;"D";9;0;51;50;1;"E";91;13;0
"13471";1182998;1.01;"D";6;21;56;50;6;"E";91;13;0
"13472";1183004;0.95;"C";4;16;61;50;5;"E";93;13;0
"13473";1183014;0.98;"D";5;18;40;50;1;"E";93;13;0
"13474";1183020;0.47;"E";7;13;45;50;1;"E";93;13;0
"13475";1183043;0.5;"E";4;4;56;65;4;"D";93;7;1
"13476";1183086;0.5;"D";6;6;30;72;1;"D";93;6;0
"13477";1183100;0.5;"C";7;23;72;51;1;"E";82;12;0
"13478";1183107;0.5;"C";8;6;44;60;2;"D";41;9;0
"13479";1183138;1;"D";6;16;38;64;5;"E";91;8;0
"13480";1183143;0.5;"E";8;21;66;50;2;"D";93;13;0
"13481";1183149;0.5;"E";6;6;59;92;2;"D";93;1;0
"13482";1183151;0.5;"B";7;9;30;80;2;"E";93;4;0
"13483";1183162;0.5;"E";9;18;43;72;12;"D";93;6;0
"13484";1183179;1;"C";7;4;27;60;1;"D";93;9;0
"13485";1183195;0.5;"C";7;7;31;72;2;"E";93;6;0
"13486";1183210;0.5;"D";4;4;34;64;2;"E";91;8;0
"13487";1183222;1;"E";5;5;28;68;2;"E";31;7;0
"13488";1183227;0.5;"C";7;14;52;50;2;"D";91;13;0
"13489";1183242;0.5;"D";6;5;41;50;2;"D";93;13;0
"13490";1183259;1;"C";8;5;50;50;2;"D";93;13;0
"13491";1183261;0.5;"A";6;5;64;50;2;"D";91;13;0
"13492";1183264;0.5;"D";6;11;44;50;1;"E";93;13;0
"13493";1183265;0.5;"E";7;6;51;50;2;"E";72;13;1
"13494";1183273;1;"C";7;1;71;50;2;"E";93;13;0
"13495";1183288;0.5;"D";5;6;26;72;1;"D";93;6;0
"13496";1183348;0.5;"E";6;6;51;50;2;"D";11;13;0
"13497";1183357;0.51;"E";9;10;50;50;10;"D";72;13;0
"13498";1183400;0.46;"D";4;6;30;57;6;"E";93;10;0
"13499";1183415;1;"E";4;9;59;80;2;"E";11;4;0
"13500";1183420;0.25;"E";5;14;52;90;5;"E";72;2;0
"13501";1183431;0.96;"D";7;1;34;64;5;"D";24;8;0
"13502";1183440;1;"F";10;12;32;64;2;"E";11;8;0
"13503";1183450;1;"D";7;11;48;55;1;"E";83;13;0
"13504";1183460;1.06;"C";7;6;49;50;1;"E";93;13;0
"13505";1183497;0.46;"C";8;1;39;51;1;"D";82;12;0
"13506";1183508;0.96;"E";7;0;51;50;2;"D";24;13;0
"13507";1183538;0.46;"E";10;15;75;50;10;"E";72;13;0
"13508";1183546;0.99;"C";4;18;41;60;1;"E";72;9;0
"13509";1183550;0.41;"E";6;7;33;50;3;"D";31;13;0
"13510";1183565;1.04;"D";4;15;47;50;1;"E";24;13;0
"13511";1183570;1;"C";6;12;38;50;1;"E";72;13;0
"13512";1183591;0.96;"D";6;14;68;50;1;"D";91;13;0
"13513";1183605;0.5;"E";4;8;30;57;5;"E";11;10;0
"13514";1183609;0.96;"D";10;11;48;50;2;"D";93;13;0
"13515";1183624;0.98;"D";7;11;59;50;12;"E";91;13;0
"13516";1183655;0.46;"D";7;9;27;90;2;"E";82;2;0
"13517";1183659;0.45;"D";6;9;27;64;1;"E";93;8;0
"13518";1183684;0.22;"D";9;3;34;72;6;"D";25;6;0
"13519";1183695;0.45;"C";7;13;38;58;1;"E";91;13;0
"13520";1183717;0.5;"E";4;11;28;72;5;"E";26;6;0
"13521";1183732;0.5;"E";6;14;38;64;1;"D";82;8;0
"13522";1183753;0.73;"F";5;0;58;62;5;"E";11;13;0
"13523";1183758;1;"E";7;11;41;50;2;"D";93;13;1
"13524";1183770;0.46;"A";6;7;55;50;2;"D";21;13;0
"13525";1183784;1.01;"A";9;0;60;50;2;"E";24;13;0
"13526";1183793;0.92;"D";4;12;40;57;4;"D";93;10;0
"13527";1183808;0.96;"C";6;7;64;54;3;"D";73;11;0
"13528";1183822;0.93;"B";7;14;46;64;1;"E";93;8;0
"13529";1183830;0.99;"E";4;14;49;72;1;"D";93;6;0
"13530";1183851;0.38;"C";7;7;62;50;2;"D";24;13;0
"13531";1183900;1.16;"C";5;13;74;50;12;"E";22;13;0
"13532";1183906;0.28;"E";6;7;41;50;2;"D";93;13;0
"13533";1183911;0.96;"D";6;5;39;72;4;"E";93;6;0
"13534";1183916;0.99;"E";6;1;60;50;1;"E";31;13;0
"13535";1183919;0.81;"E";7;2;34;64;2;"D";31;8;0
"13536";1183921;1;"A";7;3;44;54;1;"D";24;11;0
"13537";1183924;1;"A";6;8;39;60;1;"D";24;9;0
"13538";1183958;0.12;"C";6;9;33;54;2;"D";93;11;0
"13539";1183963;0.78;"C";6;1;61;50;1;"E";24;13;0
"13540";1183964;0.7;"D";4;0;41;50;3;"D";91;13;0
"13541";1183990;0.97;"C";7;1;42;57;2;"D";93;10;0
"13542";1183992;0.5;"D";6;7;47;50;1;"D";93;13;0
"13543";1183994;1;"D";6;5;26;64;3;"E";93;8;0
"13544";1184003;1;"D";4;11;37;51;13;"E";31;12;0
"13545";1184027;0.25;"E";4;14;29;90;1;"E";11;2;0
"13546";1184030;1;"F";9;10;52;59;2;"E";11;13;0
"13547";1184032;0.99;"D";4;16;49;50;2;"E";24;13;0
"13548";1184043;0.52;"E";11;14;35;50;10;"E";93;13;0
"13549";1184049;1.02;"E";6;7;37;76;1;"D";82;5;0
"13550";1184055;0.5;"E";5;8;37;80;5;"D";23;4;0
"13551";1184058;0.97;"F";6;8;49;50;1;"E";11;13;0
"13552";1184061;0.47;"B";11;2;50;50;11;"D";93;13;0
"13553";1184068;0.49;"D";10;15;40;50;13;"D";41;13;0
"13554";1184078;0.46;"C";8;16;39;50;12;"E";82;13;0
"13555";1184091;0.5;"D";4;7;44;50;13;"E";93;13;0
"13556";1184098;1;"E";6;11;30;57;5;"E";82;10;0
"13557";1184142;1.18;"D";5;1;26;80;2;"E";93;4;0
"13558";1184186;0.6;"D";5;3;57;50;1;"E";91;13;0
"13559";1184201;1;"B";10;8;34;64;13;"E";91;8;0
"13560";1184204;0.97;"E";7;8;59;64;1;"E";93;8;0
"13561";1184215;0.47;"E";6;1;46;50;1;"D";93;13;0
"13562";1184251;0.41;"E";5;10;51;72;1;"D";22;6;0
"13563";1184255;0.5;"C";6;4;48;50;2;"D";91;13;0
"13564";1184256;1;"C";4;14;41;50;2;"E";91;13;0
"13565";1184257;0.5;"B";6;9;49;50;1;"D";93;13;0
"13566";1184272;0.96;"E";5;5;39;50;3;"D";31;13;0
"13567";1184278;1.08;"E";5;11;59;50;1;"E";82;13;0
"13568";1184287;0.76;"E";6;0;52;50;2;"E";11;13;0
"13569";1184296;0.93;"D";7;4;37;50;1;"D";93;13;0
"13570";1184334;0.5;"E";4;11;50;50;5;"E";72;13;0
"13571";1184337;1;"E";4;11;31;54;2;"E";72;11;0
"13572";1184347;0.5;"E";7;2;50;54;3;"D";93;11;0
"13573";1184355;0.74;"A";6;0;48;50;3;"D";73;13;0
"13574";1184365;0.26;"C";7;5;27;80;5;"E";91;4;0
"13575";1184375;0.97;"E";6;3;53;50;5;"E";93;13;0
"13576";1184378;1;"B";6;6;51;50;5;"D";72;13;0
"13577";1184392;1;"B";6;3;39;50;1;"D";23;13;0
"13578";1184405;1;"F";6;4;43;76;1;"D";11;5;0
"13579";1184422;0.99;"F";9;16;34;62;5;"D";11;13;0
"13580";1184436;1;"E";14;13;50;50;10;"E";72;13;0
"13581";1184447;1.03;"D";6;3;56;50;1;"D";82;13;0
"13582";1184451;0.97;"B";7;0;44;50;1;"E";91;13;0
"13583";1184469;0.69;"D";5;3;57;50;5;"E";93;13;0
"13584";1184483;0.15;"C";4;12;41;50;1;"E";52;13;0
"13585";1184513;0.46;"E";6;11;43;72;2;"D";31;6;0
"13586";1184514;0.23;"C";11;9;49;50;2;"E";91;13;0
"13587";1184527;0.89;"C";7;0;60;50;5;"E";91;13;0
"13588";1184529;0.26;"C";6;6;35;62;2;"D";72;13;0
"13589";1184545;1;"C";6;2;61;73;5;"D";93;5;0
"13590";1184555;1;"B";6;15;36;50;1;"D";93;13;0
"13591";1184573;0.5;"D";6;18;60;50;1;"E";93;13;0
"13592";1184584;0.5;"D";11;2;36;50;3;"E";82;13;0
"13593";1184590;0.5;"D";6;16;42;50;1;"D";82;13;0
"13594";1184624;0.5;"B";11;12;46;53;2;"E";52;13;0
"13595";1184640;0.5;"E";5;16;39;50;1;"D";73;13;0
"13596";1184674;1;"F";6;14;48;50;3;"E";11;13;0
"13597";1184678;0.25;"C";4;3;29;85;2;"E";91;3;0
"13598";1184726;1;"D";7;11;49;58;2;"D";93;13;0
"13599";1184733;1;"E";11;19;34;60;1;"E";24;9;0
"13600";1184746;1;"C";6;5;72;50;2;"D";73;13;0
"13601";1184774;0.5;"B";6;14;49;50;2;"E";24;13;0
"13602";1184789;0.5;"F";5;1;55;50;2;"E";11;13;0
"13603";1184791;0.5;"E";5;6;41;60;2;"E";72;9;0
"13604";1184793;0.5;"D";8;12;58;50;2;"D";52;13;0
"13605";1184818;0.5;"D";6;12;24;95;1;"D";93;1;0
"13606";1184831;0.5;"E";4;14;62;72;1;"E";91;6;0
"13607";1184848;0.5;"F";7;12;52;67;1;"E";11;7;0
"13608";1184852;0.5;"D";5;9;26;80;1;"E";31;4;0
"13609";1184857;0.5;"D";6;9;25;76;1;"D";93;5;0
"13610";1184878;0.5;"E";10;18;41;50;2;"D";11;13;0
"13611";1184883;0.5;"D";8;11;55;50;10;"E";91;13;0
"13612";1184914;0.95;"D";7;11;55;61;1;"E";91;13;0
"13613";1184954;0.82;"C";6;10;52;50;1;"D";91;13;0
"13614";1184959;0.25;"D";4;14;28;85;2;"E";52;3;0
"13615";1184961;1.03;"D";6;0;39;50;3;"D";24;13;0
"13616";1184962;0.5;"C";5;0;47;50;3;"E";91;13;0
"13617";1184969;0.94;"E";7;13;41;72;2;"D";93;6;0
"13618";1184972;0.49;"E";10;10;50;57;5;"D";24;10;0
"13619";1184992;0.5;"E";11;9;42;54;1;"E";73;11;0
"13620";1184994;0.22;"C";6;4;25;76;13;"D";82;5;0
"13621";1185002;0.5;"D";5;6;41;53;5;"E";31;13;0
"13622";1185030;0.94;"C";4;14;33;63;2;"E";53;13;0
"13623";1185031;0.96;"C";7;12;48;50;2;"E";93;13;0
"13624";1185035;1;"E";6;12;66;50;12;"E";93;13;1
"13625";1185044;0.5;"E";6;4;31;100;6;"E";11;0;1
"13626";1185077;0.49;"E";7;10;43;72;2;"D";31;6;0
"13627";1185079;0.46;"E";6;0;43;50;1;"D";91;13;0
"13628";1185085;0.5;"D";7;3;41;55;1;"D";22;13;0
"13629";1185111;0.5;"D";7;9;40;64;10;"D";93;8;0
"13630";1185113;1;"C";7;15;70;50;1;"E";91;13;0
"13631";1185131;0.97;"E";9;1;51;50;2;"E";24;13;0
"13632";1185132;0.43;"D";11;8;57;50;10;"E";72;13;0
"13633";1185145;1.11;"E";10;13;53;50;2;"D";24;13;0
"13634";1185153;0.39;"E";6;5;50;50;12;"E";93;13;0
"13635";1185166;0.5;"C";4;10;51;92;2;"E";91;1;0
"13636";1185177;0.48;"E";8;11;36;67;3;"E";93;7;1
"13637";1185184;0.26;"C";6;0;31;80;4;"D";52;4;0
"13638";1185187;0.49;"C";8;21;73;50;2;"D";93;13;0
"13639";1185202;0.34;"C";6;14;31;90;2;"D";25;2;0
"13640";1185214;0.96;"B";15;22;54;50;1;"E";93;13;0
"13641";1185224;0.52;"C";6;10;41;63;1;"E";72;13;0
"13642";1185229;0.53;"E";7;7;59;62;6;"E";72;13;0
"13643";1185245;0.29;"E";5;9;49;70;6;"E";82;6;0
"13644";1185253;0.23;"C";5;0;61;72;2;"D";82;6;0
"13645";1185261;0.97;"C";11;0;55;50;11;"D";91;13;0
"13646";1185284;0.46;"A";6;5;38;78;1;"E";72;4;0
"13647";1185299;0.95;"E";7;8;48;50;5;"E";72;13;0
"13648";1185305;0.38;"E";6;13;55;53;1;"D";93;13;0
"13649";1185312;0.39;"E";5;1;31;54;3;"E";82;11;0
"13650";1185325;1;"E";6;2;27;72;2;"E";11;6;0
"13651";1185328;0.4;"C";7;14;40;50;1;"E";93;13;0
"13652";1185332;0.22;"A";5;2;52;50;4;"E";93;13;0
"13653";1185343;0.44;"E";13;5;39;50;11;"E";82;13;0
"13654";1185366;0.44;"F";13;12;34;135;10;"D";11;-1;0
"13655";1185369;0.08;"D";5;5;50;64;5;"D";93;8;0
"13656";1185371;0.08;"D";10;4;33;76;3;"D";93;5;0
"13657";1185422;0.21;"D";7;0;37;50;11;"D";91;13;0
"13658";1185451;0.12;"C";7;1;53;53;2;"E";91;13;0
"13659";1185467;0.98;"D";4;3;39;50;6;"E";91;13;0
"13660";1185469;0.94;"A";6;4;43;50;12;"D";91;13;0
"13661";1185471;1;"C";12;5;43;50;10;"D";93;13;0
"13662";1185473;1;"D";4;12;43;50;1;"D";93;13;0
"13663";1185496;0.97;"D";11;0;39;63;3;"D";93;13;0
"13664";1185499;0.98;"E";10;14;34;57;12;"E";43;10;0
"13665";1185500;0.47;"D";10;9;38;64;4;"E";93;8;0
"13666";1185502;0.49;"D";8;10;35;85;1;"D";91;3;0
"13667";1185509;0.63;"C";7;15;33;50;13;"E";93;13;0
"13668";1185532;0.47;"E";7;13;50;76;2;"D";11;5;0
"13669";1185544;0.19;"C";4;1;51;50;2;"D";91;13;0
"13670";1185548;1;"C";4;10;39;60;6;"E";82;9;0
"13671";1185561;0.16;"D";4;9;37;51;2;"D";91;12;0
"13672";1185565;0.26;"D";5;3;32;80;2;"E";72;4;0
"13673";1185608;0.6;"C";6;0;41;50;6;"D";91;13;0
"13674";1185639;1;"E";10;10;72;50;2;"E";93;13;0
"13675";1185665;0.97;"C";8;11;45;50;2;"D";93;13;0
"13676";1185685;1;"B";6;9;35;50;2;"D";72;13;0
"13677";1185700;1;"D";7;13;37;51;1;"E";93;12;0
"13678";1185722;1.01;"D";4;10;32;57;1;"E";82;10;0
"13679";1185730;0.5;"E";7;3;54;50;1;"D";11;13;0
"13680";1185733;0.5;"C";6;11;36;50;2;"D";24;13;0
"13681";1185736;0.98;"E";9;12;43;50;10;"D";11;13;0
"13682";1185741;0.48;"C";7;9;28;80;11;"D";22;4;0
"13683";1185754;0.95;"F";5;16;41;50;6;"E";11;13;0
"13684";1185767;1.01;"D";5;6;52;50;5;"D";82;13;0
"13685";1185774;0.47;"C";7;3;37;90;2;"D";23;2;0
"13686";1185788;0.97;"D";10;6;49;52;6;"E";82;13;0
"13687";1185792;0.24;"D";5;5;35;68;2;"E";93;7;0
"13688";1185804;1.02;"C";11;9;65;50;10;"E";93;13;0
"13689";1185819;1.08;"E";7;15;61;65;2;"E";11;7;0
"13690";1185830;0.42;"E";9;16;38;76;13;"E";82;5;0
"13691";1185838;0.56;"D";6;8;37;71;1;"D";93;6;0
"13692";1185847;0.97;"E";4;9;33;76;5;"E";11;5;0
"13693";1185849;0.94;"E";7;10;54;51;2;"E";93;12;0
"13694";1185880;0.23;"D";9;0;37;85;10;"D";93;3;0
"13695";1185901;1;"A";4;11;67;62;3;"D";91;13;0
"13696";1185913;0.25;"D";5;2;45;57;1;"E";93;10;0
"13697";1185916;0.49;"E";5;0;27;68;1;"D";31;7;0
"13698";1185937;0.3;"C";10;8;49;50;13;"D";31;13;0
"13699";1185951;0.58;"E";6;2;28;64;12;"D";31;8;0
"13700";1185961;0.96;"E";4;11;36;50;1;"D";31;13;0
"13701";1185975;0.47;"E";9;11;40;85;3;"E";93;3;0
"13702";1185985;1.17;"C";5;1;44;50;5;"E";42;13;0
"13703";1185998;0.64;"D";6;9;30;50;1;"D";93;13;0
"13704";1186005;0.95;"D";9;12;37;50;1;"D";93;13;0
"13705";1186008;0.57;"C";6;15;46;50;2;"D";91;13;0
"13706";1186026;0.44;"E";10;12;56;50;2;"E";73;13;0
"13707";1186056;0.38;"D";5;9;24;71;2;"E";82;6;0
"13708";1186062;1.05;"C";6;3;31;60;1;"D";72;9;0
"13709";1186082;0.5;"D";12;3;37;76;12;"E";93;5;0
"13710";1186083;0.5;"D";7;13;46;64;10;"E";93;8;0
"13711";1186105;0.5;"A";5;3;37;80;5;"E";91;4;0
"13712";1186106;1;"D";6;1;64;50;5;"E";91;13;0
"13713";1186124;0.5;"B";5;16;52;90;1;"E";93;2;0
"13714";1186162;0.5;"D";10;14;42;50;2;"D";93;13;0
"13715";1186163;0.5;"D";5;3;33;50;3;"D";93;13;0
"13716";1186188;0.5;"C";4;13;56;50;1;"E";93;13;0
"13717";1186203;0.5;"C";6;0;33;80;3;"D";93;4;0
"13718";1186204;0.5;"B";11;22;57;50;11;"E";91;13;0
"13719";1186216;0.25;"E";4;16;61;76;4;"E";72;5;0
"13720";1186225;0.25;"D";5;3;33;72;4;"D";72;6;0
"13721";1186270;0.5;"A";6;7;32;90;1;"D";72;2;0
"13722";1186273;1;"D";7;7;51;50;1;"D";93;13;0
"13723";1186274;1;"D";6;13;23;118;1;"D";93;-1;0
"13724";1186280;0.5;"E";10;21;46;55;6;"D";93;13;0
"13725";1186300;0.5;"C";9;25;36;90;2;"E";91;2;0
"13726";1186354;0.5;"C";7;7;31;50;12;"E";82;13;0
"13727";1186371;0.5;"D";6;2;47;50;12;"D";73;13;0
"13728";1186388;0.5;"E";10;7;28;72;12;"E";11;6;0
"13729";1186394;1;"E";5;5;48;50;6;"D";72;13;0
"13730";1186397;1;"A";10;12;34;50;12;"D";93;13;0
"13731";1186433;0.5;"C";4;2;36;50;1;"E";93;13;0
"13732";1186451;0.5;"D";6;3;53;64;2;"D";72;8;0
"13733";1186495;0.5;"E";6;2;51;62;6;"D";93;13;0
"13734";1186501;0.5;"E";6;12;81;50;1;"E";11;13;0
"13735";1186504;0.5;"E";7;4;55;50;2;"E";73;13;0
"13736";1186521;1;"E";9;7;49;50;2;"E";11;13;0
"13737";1186544;0.5;"C";4;3;42;56;2;"D";82;13;1
"13738";1186545;0.5;"D";6;15;38;50;6;"D";82;13;0
"13739";1186550;0.5;"B";6;9;29;68;2;"D";22;7;0
"13740";1186580;0.5;"E";6;8;35;64;1;"D";72;8;0
"13741";1186592;0.5;"E";9;14;40;54;2;"E";93;11;0
"13742";1186596;0.5;"C";6;6;52;90;2;"D";91;2;0
"13743";1186599;0.5;"C";10;14;47;50;5;"E";72;13;0
"13744";1186612;0.5;"C";5;17;45;50;1;"E";72;13;0
"13745";1186619;0.5;"C";7;3;80;50;11;"D";91;13;0
"13746";1186652;0.5;"C";6;7;57;73;1;"D";91;5;0
"13747";1186664;0.5;"E";6;8;41;50;4;"D";72;13;1
"13748";1186666;0.5;"C";11;11;45;50;1;"E";72;13;0
"13749";1186679;0.5;"C";7;5;46;56;4;"E";93;13;0
"13750";1186681;0.5;"C";4;2;31;85;2;"E";91;3;1
"13751";1186708;0.5;"C";6;4;51;85;2;"D";93;3;0
"13752";1186711;0.25;"D";4;3;56;50;2;"E";93;13;0
"13753";1186716;0.5;"C";5;6;41;50;3;"D";93;13;0
"13754";1186720;0.5;"D";9;13;31;60;1;"E";11;9;0
"13755";1186753;0.5;"D";7;2;51;50;12;"E";93;13;0
"13756";1186781;0.5;"E";6;10;26;66;1;"D";25;7;0
"13757";1186796;0.5;"B";5;7;51;50;5;"D";72;13;0
"13758";1186829;0.5;"D";7;19;39;60;2;"D";41;9;0
"13759";1186835;0.5;"C";7;10;36;50;2;"E";52;13;0
"13760";1186853;0.5;"D";5;9;31;60;1;"D";31;9;0
"13761";1186865;0.97;"B";7;1;59;62;1;"D";93;13;0
"13762";1186882;0.47;"E";6;3;42;95;1;"D";11;1;0
"13763";1186883;0.53;"D";6;1;38;50;1;"D";93;13;0
"13764";1186909;0.79;"E";7;6;61;50;1;"D";91;13;0
"13765";1186911;0.13;"E";7;0;46;50;1;"E";52;13;0
"13766";1186917;0.98;"E";7;19;77;50;1;"E";93;13;0
"13767";1186925;0.67;"E";7;2;51;50;1;"E";91;13;0
"13768";1186943;0.4;"A";6;1;40;50;5;"D";73;13;0
"13769";1186963;0.44;"C";9;1;52;62;12;"E";93;13;0
"13770";1186988;0.29;"C";7;8;68;50;1;"D";52;13;1
"13771";1186998;0.54;"E";6;0;74;50;13;"E";93;13;0
"13772";1187031;0.31;"E";6;5;42;62;2;"D";93;13;0
"13773";1187033;0.18;"E";10;5;37;64;10;"E";72;8;0
"13774";1187041;1.05;"C";6;11;53;50;1;"D";93;13;1
"13775";1187050;0.5;"E";4;15;42;64;2;"E";93;8;0
"13776";1187059;0.5;"E";6;9;49;90;2;"D";82;2;0
"13777";1187131;0.93;"E";6;6;37;76;2;"D";24;5;0
"13778";1187157;1;"E";6;6;37;54;3;"E";52;11;0
"13779";1187163;0.61;"C";5;1;43;50;2;"D";93;13;0
"13780";1187197;0.08;"D";10;4;33;76;3;"D";93;5;0
"13781";1187223;0.08;"E";10;9;39;85;3;"D";82;3;0
"13782";1187229;0.08;"B";7;11;29;68;2;"D";24;7;0
"13783";1187236;0.51;"B";5;2;32;68;2;"D";24;7;0
"13784";1187240;0.98;"C";8;0;48;50;13;"D";91;13;0
"13785";1187248;1;"D";5;15;25;68;6;"E";24;7;0
"13786";1187285;0.28;"F";6;6;30;100;2;"D";11;0;1
"13787";1187287;0.53;"C";7;6;30;85;10;"D";93;3;0
